site_id,startDateTime,SOILT,VSWC
ABBY,2026-08-01T00:00:00Z,19.3618,0.0414
ABBY,2026-08-02T00:00:00Z,16.3962,0.0462
ABBY,2026-08-03T00:00:00Z,15.6894,0.0364
ABBY,2026-08-04T00:00:00Z,17.942,0.04224999999999999
ABBY,2026-08-05T00:00:00Z,19.8232,0.042175
ABBY,2026-08-06T00:00:00Z,19.825,0.0426
ABBY,2026-08-07T00:00:00Z,21.119,0.0419
ABBY,2026-08-08T00:00:00Z,20.427,0.04033333333333333
ABBY,2026-08-09T00:00:00Z,20.1594,0.0411
ABBY,2026-08-10T00:00:00Z,19.0564,0.03856666666666666
ABBY,2026-08-11T00:00:00Z,17.7942,0.03615
ABBY,2026-08-12T00:00:00Z,18.5128,0.0372
ABBY,2026-08-13T00:00:00Z,17.562,0.04123333333333333
ABBY,2026-08-14T00:00:00Z,19.0468,0.03698
ABBY,2026-08-15T00:00:00Z,18.2852,0.039025
ABBY,2026-08-16T00:00:00Z,16.2046,0.034975
ABBY,2026-08-17T00:00:00Z,18.5188,0.035725
ABBY,2026-08-18T00:00:00Z,18.8188,0.03612
ABBY,2026-08-19T00:00:00Z,19.1292,0.03572
ABBY,2026-08-20T00:00:00Z,19.4814,0.03534
ABBY,2026-08-21T00:00:00Z,21.0724,0.034725
ABBY,2026-08-22T00:00:00Z,17.7134,0.03516
ABBY,2026-08-23T00:00:00Z,17.6282,0.0342
ABBY,2026-08-24T00:00:00Z,17.387,0.03522
ABBY,2026-08-25T00:00:00Z,20.9736,0.0332
ABBY,2026-08-26T00:00:00Z,20.5222,0.032625
ABBY,2026-08-27T00:00:00Z,18.8002,0.032325
ABBY,2026-08-28T00:00:00Z,17.803800000000003,0.0363
ABBY,2026-08-29T00:00:00Z,16.96,0.03316
ABBY,2026-08-30T00:00:00Z,14.6836,0.03312
ABBY,2026-08-31T00:00:00Z,15.3298,0.033
BARR,2026-08-01T00:00:00Z,10.9705,0.0089
BARR,2026-08-02T00:00:00Z,10.2465,0.0107
BARR,2026-08-03T00:00:00Z,6.468249999999999,0.0092
BARR,2026-08-04T00:00:00Z,5.242,0.0073
BARR,2026-08-05T00:00:00Z,13.50675,0.0075
BARR,2026-08-06T00:00:00Z,14.068,0.0062
BARR,2026-08-07T00:00:00Z,15.6435,0.0058
BARR,2026-08-08T00:00:00Z,4.8865,0.0121
