site_id,startDateTime,SOILT,VSWC
ABBY,2024-09-01T00:00:00Z,21.13,0.04045
ABBY,2024-09-02T00:00:00Z,18.918,0.04945
ABBY,2024-09-03T00:00:00Z,15.6918,0.0314
ABBY,2024-09-04T00:00:00Z,16.0864,0.04613333333333333
ABBY,2024-09-05T00:00:00Z,19.8522,0.03855
ABBY,2024-09-06T00:00:00Z,21.9358,0.0432
ABBY,2024-09-07T00:00:00Z,21.4288,0.03515
ABBY,2024-09-08T00:00:00Z,19.574,0.0297
ABBY,2024-09-09T00:00:00Z,19.395,0.0465
ABBY,2024-09-10T00:00:00Z,18.0044,0.0376
ABBY,2024-09-11T00:00:00Z,16.895599999999998,0.0285
ABBY,2024-09-12T00:00:00Z,14.475,0.037
ABBY,2024-09-13T00:00:00Z,14.2894,0.0362
ABBY,2024-09-14T00:00:00Z,14.916,0.0287
ABBY,2024-09-15T00:00:00Z,15.055,0.03745
ABBY,2024-09-16T00:00:00Z,13.2284,0.04215
ABBY,2024-09-17T00:00:00Z,14.9668,0.0373
ABBY,2024-09-18T00:00:00Z,13.04,0.03715
ABBY,2024-09-19T00:00:00Z,14.0816,0.03745
ABBY,2024-09-20T00:00:00Z,14.772,0.0385
ABBY,2024-09-21T00:00:00Z,13.7448,0.0379
ABBY,2024-09-22T00:00:00Z,14.8436,0.0378
ABBY,2024-09-23T00:00:00Z,15.4496,0.039575
ABBY,2024-09-24T00:00:00Z,16.418,0.0325
ABBY,2024-09-25T00:00:00Z,19.7942,0.0465
ABBY,2024-09-26T00:00:00Z,14.6956,0.03909999999999999
ABBY,2024-09-27T00:00:00Z,14.3128,0.0444
ABBY,2024-09-28T00:00:00Z,15.051,0.0682
ABBY,2024-09-29T00:00:00Z,15.1174,0.04995
ABBY,2024-09-30T00:00:00Z,12.7066,0.051525
BARR,2024-09-01T00:00:00Z,2.226,0.0017
BARR,2024-09-02T00:00:00Z,4.7475000000000005,0.0016
BARR,2024-09-03T00:00:00Z,4.71875,0.0023
BARR,2024-09-04T00:00:00Z,5.7837499999999995,0.0026
BARR,2024-09-05T00:00:00Z,8.45775,0.0022
BARR,2024-09-06T00:00:00Z,8.8155,0.0017
BARR,2024-09-07T00:00:00Z,3.50775,NA
BARR,2024-09-08T00:00:00Z,3.8825,NA
BARR,2024-09-09T00:00:00Z,7.90925,0.0014
BARR,2024-09-10T00:00:00Z,11.13675,0.0013
BARR,2024-09-11T00:00:00Z,13.16,NA
BARR,2024-09-12T00:00:00Z,8.586333333333332,0.0016
BARR,2024-09-13T00:00:00Z,3.6466666666666665,0.0015
BARR,2024-09-14T00:00:00Z,4.268,0.0018
BARR,2024-09-15T00:00:00Z,4.842333333333333,0.002
BARR,2024-09-16T00:00:00Z,4.386,NA
BARR,2024-09-17T00:00:00Z,4.564666666666667,0.0022
BARR,2024-09-18T00:00:00Z,4.685666666666667,NA
BARR,2024-09-19T00:00:00Z,4.433,0.0016
BARR,2024-09-20T00:00:00Z,5.827333333333334,0.0017
BARR,2024-09-21T00:00:00Z,2.9736666666666665,0.0024
BARR,2024-09-22T00:00:00Z,2.1283333333333334,0.0016
BARR,2024-09-23T00:00:00Z,1.5033333333333334,0.0013
BARR,2024-09-24T00:00:00Z,1.784333333333333,0.0013
BARR,2024-09-25T00:00:00Z,1.663333333333333,0.0013
BARR,2024-09-26T00:00:00Z,2.8423333333333334,0.0016
BARR,2024-09-27T00:00:00Z,0.35933333333333334,0.0022
BARR,2024-09-28T00:00:00Z,1.9793333333333336,0.0017
BARR,2024-09-29T00:00:00Z,0.12833333333333333,0.0019
BARR,2024-09-30T00:00:00Z,0.9166666666666669,0.0017
BART,2024-09-01T00:00:00Z,15.302,0.132
BART,2024-09-02T00:00:00Z,17.0222,0.13045
BART,2024-09-03T00:00:00Z,14.8872,0.11326666666666668
BART,2024-09-04T00:00:00Z,14.3158,0.1257
BART,2024-09-05T00:00:00Z,15.4264,0.1083
BART,2024-09-06T00:00:00Z,15.571,0.10666666666666666
BART,2024-09-07T00:00:00Z,15.0288,0.1062
BART,2024-09-08T00:00:00Z,15.5084,0.10473333333333332
BART,2024-09-09T00:00:00Z,13.2738,0.12305
BART,2024-09-10T00:00:00Z,13.889,0.10636666666666666
BART,2024-09-11T00:00:00Z,13.5506,0.10436666666666666
BART,2024-09-12T00:00:00Z,14.4636,0.10193333333333332
BART,2024-09-13T00:00:00Z,15.0168,0.10033333333333332
BART,2024-09-14T00:00:00Z,15.6806,0.1102
BART,2024-09-15T00:00:00Z,16.087,0.07075000000000001
BART,2024-09-16T00:00:00Z,15.9514,0.06955
BART,2024-09-17T00:00:00Z,16.2178,0.09353333333333332
BART,2024-09-18T00:00:00Z,16.5008,0.0739
BART,2024-09-19T00:00:00Z,16.5426,0.08913333333333333
BART,2024-09-20T00:00:00Z,16.4184,0.1013
BART,2024-09-21T00:00:00Z,15.4456,0.10055
BART,2024-09-22T00:00:00Z,14.6912,0.0989
BART,2024-09-23T00:00:00Z,14.0122,0.0974
BART,2024-09-24T00:00:00Z,13.5988,0.0969
BART,2024-09-25T00:00:00Z,13.4842,0.0963
BART,2024-09-26T00:00:00Z,12.6206,0.0972
BART,2024-09-27T00:00:00Z,12.91,0.1313
BART,2024-09-28T00:00:00Z,13.4692,0.11766666666666668
BART,2024-09-29T00:00:00Z,13.5666,0.1137
BART,2024-09-30T00:00:00Z,14.2154,0.1095
BLAN,2024-09-01T00:00:00Z,21.243,0.24328
BLAN,2024-09-02T00:00:00Z,22.626,0.20902
BLAN,2024-09-03T00:00:00Z,20.0346,0.1898
BLAN,2024-09-04T00:00:00Z,17.7816,0.175425
BLAN,2024-09-05T00:00:00Z,17.9862,0.16316
BLAN,2024-09-06T00:00:00Z,18.327,0.14695
BLAN,2024-09-07T00:00:00Z,19.2336,0.13773333333333335
BLAN,2024-09-08T00:00:00Z,17.198,0.13974
BLAN,2024-09-09T00:00:00Z,15.8706,0.13006
BLAN,2024-09-10T00:00:00Z,16.5654,0.12222
BLAN,2024-09-11T00:00:00Z,18.0532,0.1221
BLAN,2024-09-12T00:00:00Z,18.705,0.116675
BLAN,2024-09-13T00:00:00Z,18.49,0.112175
BLAN,2024-09-14T00:00:00Z,18.8076,0.12465
BLAN,2024-09-15T00:00:00Z,19.0574,0.12336666666666668
BLAN,2024-09-16T00:00:00Z,18.8296,0.11926666666666667
BLAN,2024-09-17T00:00:00Z,18.514,0.100775
BLAN,2024-09-18T00:00:00Z,19.136,0.10082
BLAN,2024-09-19T00:00:00Z,19.5554,0.2148
BLAN,2024-09-20T00:00:00Z,20.443,0.20022
BLAN,2024-09-21T00:00:00Z,19.7604,0.18714
