site_id,startDateTime,SOILT,VSWC
ABBY,2024-05-01T00:00:00Z,6.537,0.1033
ABBY,2024-05-02T00:00:00Z,8.146333333333333,0.09416666666666666
ABBY,2024-05-03T00:00:00Z,8.584666666666667,0.0986
ABBY,2024-05-04T00:00:00Z,9.859333333333334,0.09765
ABBY,2024-05-05T00:00:00Z,8.236666666666666,0.10975
ABBY,2024-05-06T00:00:00Z,7.376,0.10736666666666668
ABBY,2024-05-07T00:00:00Z,7.859666666666667,0.10233333333333332
ABBY,2024-05-08T00:00:00Z,7.9825,0.1333
ABBY,2024-05-09T00:00:00Z,10.5805,0.11745
ABBY,2024-05-10T00:00:00Z,13.9085,0.09816666666666668
ABBY,2024-05-11T00:00:00Z,16.708,0.10275
ABBY,2024-05-12T00:00:00Z,17.11775,0.1208
ABBY,2024-05-13T00:00:00Z,15.60475,0.0955
ABBY,2024-05-14T00:00:00Z,14.208,0.1187
ABBY,2024-05-15T00:00:00Z,14.99325,0.1161
ABBY,2024-05-16T00:00:00Z,15.7845,0.0863
ABBY,2024-05-17T00:00:00Z,13.49225,0.09205
ABBY,2024-05-18T00:00:00Z,11.28975,0.0988
ABBY,2024-05-19T00:00:00Z,10.1396,0.069
ABBY,2024-05-20T00:00:00Z,10.86775,0.07769999999999999
ABBY,2024-05-21T00:00:00Z,10.934,0.0777
ABBY,2024-05-22T00:00:00Z,9.1364,0.0684
ABBY,2024-05-23T00:00:00Z,8.975249999999999,0.10766666666666667
ABBY,2024-05-24T00:00:00Z,10.09075,0.1008
ABBY,2024-05-25T00:00:00Z,10.066,0.1001
ABBY,2024-05-26T00:00:00Z,9.58875,0.09833333333333331
ABBY,2024-05-27T00:00:00Z,12.351,0.1136
ABBY,2024-05-28T00:00:00Z,13.74125,NA
ABBY,2024-05-29T00:00:00Z,10.79375,0.0849
ABBY,2024-05-30T00:00:00Z,10.433,0.093425
ABBY,2024-05-31T00:00:00Z,11.54575,0.0813
BARR,2024-05-01T00:00:00Z,-11.86975,NA
BARR,2024-05-02T00:00:00Z,-11.81475,NA
BARR,2024-05-03T00:00:00Z,-11.1485,NA
BARR,2024-05-04T00:00:00Z,-10.8,NA
BARR,2024-05-05T00:00:00Z,-10.732,NA
BARR,2024-05-06T00:00:00Z,-11.17975,NA
