site_id,startDateTime,SOILT,VSWC
ABBY,2025-06-01T00:00:00Z,13.4176,0.07653333333333333
ABBY,2025-06-02T00:00:00Z,14.3076,0.07015
ABBY,2025-06-03T00:00:00Z,14.5852,0.07405
ABBY,2025-06-04T00:00:00Z,14.9262,0.06392500000000001
ABBY,2025-06-05T00:00:00Z,12.6996,0.06793333333333333
ABBY,2025-06-06T00:00:00Z,15.4914,0.06563333333333334
ABBY,2025-06-07T00:00:00Z,17.4638,0.0532
ABBY,2025-06-08T00:00:00Z,18.3582,0.05536666666666667
ABBY,2025-06-09T00:00:00Z,20.655,0.05615
ABBY,2025-06-10T00:00:00Z,20.7226,0.0636
ABBY,2025-06-11T00:00:00Z,18.327,0.05396
ABBY,2025-06-12T00:00:00Z,15.2252,0.051
ABBY,2025-06-13T00:00:00Z,14.7442,0.05108
ABBY,2025-06-14T00:00:00Z,11.3322,0.0513
ABBY,2025-06-15T00:00:00Z,12.6024,0.05056666666666667
ABBY,2025-06-16T00:00:00Z,14.5892,0.05094999999999999
ABBY,2025-06-17T00:00:00Z,15.1044,0.0561
ABBY,2025-06-18T00:00:00Z,15.8424,0.049175
ABBY,2025-06-19T00:00:00Z,14.6534,0.0475
ABBY,2025-06-20T00:00:00Z,14.4946,0.04704
ABBY,2025-06-21T00:00:00Z,10.284,0.05702
ABBY,2025-06-22T00:00:00Z,10.5936,0.06906
ABBY,2025-06-23T00:00:00Z,12.5324,0.063775
ABBY,2025-06-24T00:00:00Z,15.3992,0.0742
ABBY,2025-06-25T00:00:00Z,16.6606,0.06506666666666666
ABBY,2025-06-26T00:00:00Z,13.913,0.069
ABBY,2025-06-27T00:00:00Z,14.3278,0.058325
ABBY,2025-06-28T00:00:00Z,13.7522,0.06254
ABBY,2025-06-29T00:00:00Z,16.0548,0.0664
ABBY,2025-06-30T00:00:00Z,18.8006,0.05996666666666667
BARR,2025-06-01T00:00:00Z,-7.117333333333334,NA
BARR,2025-06-02T00:00:00Z,-7.078333333333333,NA
BARR,2025-06-03T00:00:00Z,-7.088333333333333,NA
BARR,2025-06-04T00:00:00Z,-7.004333333333333,NA
BARR,2025-06-05T00:00:00Z,-6.8806666666666665,NA
