site_id,startDateTime,SOILT,VSWC
ABBY,2025-02-01T00:00:00Z,5.648,0.11525
ABBY,2025-02-02T00:00:00Z,3.4156,0.1097
ABBY,2025-02-03T00:00:00Z,2.4004,0.0948
ABBY,2025-02-04T00:00:00Z,2.4336,0.0912
ABBY,2025-02-05T00:00:00Z,1.5354,0.08736666666666666
ABBY,2025-02-06T00:00:00Z,1.495,0.09043333333333334
ABBY,2025-02-07T00:00:00Z,2.2527999999999997,0.07300000000000001
ABBY,2025-02-08T00:00:00Z,1.7264,0.12255
ABBY,2025-02-09T00:00:00Z,2.1596,0.07555
ABBY,2025-02-10T00:00:00Z,2.3142,0.0963
ABBY,2025-02-11T00:00:00Z,1.1698,0.1
ABBY,2025-02-12T00:00:00Z,0.4934,0.0969
ABBY,2025-02-13T00:00:00Z,0.407,0.0785
ABBY,2025-02-15T00:00:00Z,0.456,0.074
ABBY,2025-02-16T00:00:00Z,1.0003333333333333,0.0591
ABBY,2025-02-17T00:00:00Z,1.6365,0.09846666666666667
ABBY,2025-02-18T00:00:00Z,4.1754,0.10126666666666666
ABBY,2025-02-19T00:00:00Z,5.0916,0.10925
ABBY,2025-02-20T00:00:00Z,5.7268,0.10585
ABBY,2025-02-21T00:00:00Z,5.3222,0.0661
ABBY,2025-02-22T00:00:00Z,6.1952,0.0728
ABBY,2025-02-23T00:00:00Z,6.912,0.113225
ABBY,2025-02-24T00:00:00Z,10.0152,0.1256
ABBY,2025-02-25T00:00:00Z,7.6552,0.1092
ABBY,2025-02-26T00:00:00Z,6.6884,0.0952
ABBY,2025-02-27T00:00:00Z,7.9354,0.08753333333333334
ABBY,2025-02-28T00:00:00Z,8.9092,0.09965
BARR,2025-02-01T00:00:00Z,-14.256666666666668,NA
BARR,2025-02-02T00:00:00Z,-15.183666666666666,NA
BARR,2025-02-03T00:00:00Z,-13.928333333333333,NA
BARR,2025-02-04T00:00:00Z,-12.223666666666666,NA
BARR,2025-02-05T00:00:00Z,-10.705666666666666,NA
BARR,2025-02-06T00:00:00Z,-10.013,NA
BARR,2025-02-07T00:00:00Z,-12.226,NA
BARR,2025-02-08T00:00:00Z,-13.407666666666668,NA
BARR,2025-02-09T00:00:00Z,-14.167666666666667,NA
BARR,2025-02-10T00:00:00Z,-14.382666666666664,NA
BARR,2025-02-11T00:00:00Z,-13.629666666666669,NA
BARR,2025-02-12T00:00:00Z,-13.058,NA
BARR,2025-02-13T00:00:00Z,-12.826333333333334,NA
BARR,2025-02-14T00:00:00Z,-13.054,NA
BARR,2025-02-15T00:00:00Z,-13.629,NA
BARR,2025-02-16T00:00:00Z,-13.916666666666666,NA
BARR,2025-02-17T00:00:00Z,-14.080333333333334,NA
BARR,2025-02-18T00:00:00Z,-14.107333333333331,NA
BARR,2025-02-19T00:00:00Z,-14.072666666666668,NA
BARR,2025-02-20T00:00:00Z,-14.383666666666668,NA
BARR,2025-02-21T00:00:00Z,-14.338333333333331,NA
BARR,2025-02-22T00:00:00Z,-14.251,NA
BARR,2025-02-23T00:00:00Z,-14.445,NA
BARR,2025-02-24T00:00:00Z,-14.870333333333337,NA
BARR,2025-02-25T00:00:00Z,-14.711666666666668,NA
BARR,2025-02-26T00:00:00Z,-14.742,NA
BARR,2025-02-27T00:00:00Z,-15.729333333333331,NA
BARR,2025-02-28T00:00:00Z,-16.279666666666667,NA
BART,2025-02-01T00:00:00Z,0.4436,0.1426
BART,2025-02-02T00:00:00Z,0.5318,0.11976666666666666
BART,2025-02-03T00:00:00Z,0.4588,0.0808
BART,2025-02-04T00:00:00Z,0.5274,0.14365
BART,2025-02-05T00:00:00Z,0.8015,0.1207
BART,2025-02-06T00:00:00Z,0.5988,0.08355
BART,2025-02-07T00:00:00Z,0.5444,0.12246666666666668
BART,2025-02-08T00:00:00Z,0.6118,0.0825
BART,2025-02-09T00:00:00Z,0.673,0.1208
BART,2025-02-10T00:00:00Z,0.7108,0.14305
BART,2025-02-11T00:00:00Z,0.7484,0.1215
BART,2025-02-12T00:00:00Z,0.7638,0.1209
BART,2025-02-13T00:00:00Z,0.7856,0.12083333333333332
BART,2025-02-14T00:00:00Z,0.817,0.1209
BART,2025-02-15T00:00:00Z,0.8444,0.11986666666666666
BART,2025-02-16T00:00:00Z,0.8436,0.12056666666666668
BART,2025-02-17T00:00:00Z,0.8672,0.1385
BART,2025-02-18T00:00:00Z,0.8855999999999999,0.1212
BART,2025-02-20T00:00:00Z,0.9004,0.14255
BART,2025-02-21T00:00:00Z,0.9042,0.10780000000000001
BART,2025-02-22T00:00:00Z,0.9144,0.12156666666666668
BART,2025-02-23T00:00:00Z,0.9284,0.1419
BART,2025-02-24T00:00:00Z,0.949,0.1195
BART,2025-02-25T00:00:00Z,0.9806,0.12023333333333332
BART,2025-02-26T00:00:00Z,1.0156,0.0814
BART,2025-02-27T00:00:00Z,1.0354,0.1249
BART,2025-02-28T00:00:00Z,1.0506,0.076
BLAN,2025-02-01T00:00:00Z,4.5034,0.2783
BLAN,2025-02-02T00:00:00Z,1.0692,0.2508
BLAN,2025-02-03T00:00:00Z,1.0634,0.2345
BLAN,2025-02-04T00:00:00Z,2.71,0.2846
BLAN,2025-02-05T00:00:00Z,2.5712,0.2849
BLAN,2025-02-06T00:00:00Z,2.08,0.2504
BLAN,2025-02-07T00:00:00Z,3.408,0.2733
