site_id,datetime,PRES,TSOIL,SOILW,WEASD,SNOD,ICETK
ABBY,2024-08-01T00:00:00Z,96765.337890625,290.5383491516113,0.17662500403821468,0,0,0
BARR,2024-08-01T00:00:00Z,100384.9375,NA,NA,NA,NA,0
BART,2024-08-01T00:00:00Z,95101.736328125,291.57584381103516,0.2812500149011612,0,0,0
BLAN,2024-08-01T00:00:00Z,98947.3369140625,297.43834686279297,0.21525000967085361,0,0,0
BONA,2024-08-01T00:00:00Z,97440.736328125,283.0508460998535,0.2901250123977661,0,0,0
CLBJ,2024-08-01T00:00:00Z,98194.537109375,305.60084533691406,0.1021250057965517,0,0,0
CPER,2024-08-01T00:00:00Z,83642.9365234375,300.90085220336914,0.10187500528991222,0,0,0
DCFS,2024-08-01T00:00:00Z,95596.1376953125,294.4258499145508,0.20100001245737076,0,0,0
DEJU,2024-08-01T00:00:00Z,95396.9365234375,281.88835525512695,0.26075001060962677,0,0,0
DELA,2024-08-01T00:00:00Z,101166.1376953125,301.08835220336914,0.2337500136345625,0,0,0
DSNY,2024-08-01T00:00:00Z,101482.7353515625,302.2383499145508,0.17075000517070293,0,0,0
GRSM,2024-08-01T00:00:00Z,91829.7373046875,293.3008499145508,0.3070000149309635,0,0,0
GUAN,2024-08-01T00:00:00Z,100362.537109375,300.2383499145508,0.24312501028180122,0,0,0
HARV,2024-08-01T00:00:00Z,98045.53515625,293.6008491516113,0.2668750137090683,0,0,0
HEAL,2024-08-01T00:00:00Z,93985.7373046875,281.0383491516113,0.27912501245737076,0,0,0
JERC,2024-08-01T00:00:00Z,101129.337890625,302.1758499145508,0.2155000101774931,0,0,0
JORN,2024-08-01T00:00:00Z,86380.9365234375,306.7383460998535,0.1401250045746565,0,0,0
KONA,2024-08-01T00:00:00Z,96764.5361328125,303.00085067749023,0.12512500118464231,0,0,0
KONZ,2024-08-01T00:00:00Z,96764.5361328125,303.00085067749023,0.12512500118464231,0,0,0
LAJA,2024-08-01T00:00:00Z,100362.537109375,300.2383499145508,0.24312501028180122,0,0,0
LENO,2024-08-01T00:00:00Z,101043.736328125,301.60085678100586,0.23937501199543476,0,0,0
