site_id,datetime,PRES,TSOIL,SOILW,WEASD,SNOD,ICETK
ABBY,2022-09-01T00:00:00Z,96799.322265625,293.243221282959,0.10700000822544098,0,0,0
BARR,2022-09-01T00:00:00Z,99967.7216796875,NA,NA,NA,NA,0
BART,2022-09-01T00:00:00Z,94904.12109375,289.80572509765625,0.25337501242756844,0,0,0
BLAN,2022-09-01T00:00:00Z,99030.720703125,294.51822662353516,0.1915000043809414,0,0,0
BONA,2022-09-01T00:00:00Z,95798.3212890625,283.8432273864746,0.23325001075863838,0,0,0
CLBJ,2022-09-01T00:00:00Z,98237.921875,300.5557289123535,0.20362501218914986,0,0,0
CPER,2022-09-01T00:00:00Z,83420.3212890625,298.09322357177734,0.07462500315159559,0,0,0
DCFS,2022-09-01T00:00:00Z,95282.123046875,297.3557243347168,0.07987500354647636,0,0,0
DEJU,2022-09-01T00:00:00Z,93771.5224609375,283.7682228088379,0.21012500859797,0,0,0
DELA,2022-09-01T00:00:00Z,100851.322265625,299.2682228088379,0.2225000113248825,0,0,0
DSNY,2022-09-01T00:00:00Z,101059.9208984375,302.2682228088379,0.17350000701844692,0,0,0
GRSM,2022-09-01T00:00:00Z,91562.9228515625,291.8807258605957,0.28575000911951065,0,0,0
GUAN,2022-09-01T00:00:00Z,100141.7216796875,299.83072662353516,0.23875001072883606,0,0,0
HARV,2022-09-01T00:00:00Z,97956.123046875,292.8557319641113,0.2153750080615282,0,0,0
HEAL,2022-09-01T00:00:00Z,92270.5224609375,281.7182273864746,0.23312501050531864,0,0,0
JERC,2022-09-01T00:00:00Z,100698.3212890625,300.9807243347168,0.15312500670552254,0,0,0
JORN,2022-09-01T00:00:00Z,86379.12109375,299.46822357177734,0.16787500493228436,0,0,0
KONA,2022-09-01T00:00:00Z,97020.5224609375,297.4682273864746,0.19725000858306885,0,0,0
KONZ,2022-09-01T00:00:00Z,97020.5224609375,297.4682273864746,0.19725000858306885,0,0,0
LAJA,2022-09-01T00:00:00Z,100141.7216796875,299.83072662353516,0.23875001072883606,0,0,0
LENO,2022-09-01T00:00:00Z,100707.322265625,299.30572509765625,0.23650000989437103,0,0,0
MLBS,2022-09-01T00:00:00Z,93738.720703125,291.10572814941406,0.23750000819563866,0,0,0
MOAB,2022-09-01T00:00:00Z,80106.1220703125,297.44322967529297,0.16762501187622547,0,0,0
NIWO,2022-09-01T00:00:00Z,74634.720703125,287.58072662353516,0.2253750115633011,0,0,0
NOGP,2022-09-01T00:00:00Z,94445.521484375,297.36822509765625,0.10087500512599945,0,0,0
OAES,2022-09-01T00:00:00Z,95577.12109375,300.75572967529297,0.1815000046044588,0,0,0
ONAQ,2022-09-01T00:00:00Z,82428.9228515625,302.368221282959,0.10537500586360693,0,0,0
ORNL,2022-09-01T00:00:00Z,97047.12109375,294.2932243347168,0.2708750180900097,0,0,0
OSBS,2022-09-01T00:00:00Z,101083.720703125,300.54322814941406,0.1725000087171793,0,0,0
PUUM,2022-09-01T00:00:00Z,80953.5224609375,294.74322509765625,0.2550000101327896,0,0,0
RMNP,2022-09-01T00:00:00Z,75080.3212890625,287.99322509765625,0.2042500115931034,0,0,0
SCBI,2022-09-01T00:00:00Z,99030.720703125,294.51822662353516,0.1915000043809414,0,0,0
SERC,2022-09-01T00:00:00Z,101274.322265625,NA,NA,NA,NA,0
SJER,2022-09-01T00:00:00Z,94167.12109375,301.5307273864746,0.04687500232830644,0,0,0
SOAP,2022-09-01T00:00:00Z,94167.12109375,301.5307273864746,0.04687500232830644,0,0,0
SRER,2022-09-01T00:00:00Z,89964.921875,303.51822662353516,0.2042500115931034,0,0,0
STEI,2022-09-01T00:00:00Z,95922.3203125,290.7557258605957,0.2038750108331442,0,0,0
STER,2022-09-01T00:00:00Z,87298.1220703125,299.180721282959,0.0507500022649765,0,0,0
TALL,2022-09-01T00:00:00Z,100399.322265625,299.06822967529297,0.23787501081824303,0,0,0
TEAK,2022-09-01T00:00:00Z,80700.5224609375,294.2682228088379,0.08037500362843275,0,0,0
TOOL,2022-09-01T00:00:00Z,88148.1220703125,279.3807258605957,0.2146250084042549,0,0,0
TREE,2022-09-01T00:00:00Z,95922.3203125,290.7557258605957,0.2038750108331442,0,0,0
UKFS,2022-09-01T00:00:00Z,98185.7216796875,296.6807289123535,0.14587500505149364,0,0,0
UNDE,2022-09-01T00:00:00Z,95520.1220703125,289.86822509765625,0.19375000707805157,0,0,0
WOOD,2022-09-01T00:00:00Z,95282.123046875,297.3557243347168,0.07987500354647636,0,0,0
WREF,2022-09-01T00:00:00Z,92513.1201171875,294.1682243347168,0.1320000011473894,0,0,0
YELL,2022-09-01T00:00:00Z,76633.9208984375,290.1432304382324,0.13312500342726707,0,0,0
ABBY,2022-09-02T00:00:00Z,96425.80859375,293.10167694091797,0.10575000569224358,0,0,0
BARR,2022-09-02T00:00:00Z,99906.810546875,NA,NA,NA,NA,0
BART,2022-09-02T00:00:00Z,96010.609375,287.11417388916016,0.2446250095963478,0,0,0
BLAN,2022-09-02T00:00:00Z,99460.0087890625,294.5391845703125,0.18137500993907452,0,0,0
BONA,2022-09-02T00:00:00Z,95737.009765625,282.60167694091797,0.2523750141263008,0,0,0
CLBJ,2022-09-02T00:00:00Z,98037.2099609375,298.9266777038574,0.2528750076889992,0,0,0
CPER,2022-09-02T00:00:00Z,83211.009765625,298.7641792297363,0.06962500140070915,0,0,0
DCFS,2022-09-02T00:00:00Z,95106.609375,298.25168228149414,0.08100000210106373,0,0,0
DEJU,2022-09-02T00:00:00Z,93655.8095703125,282.3641777038574,0.20287500880658627,0,0,0
DELA,2022-09-02T00:00:00Z,100830.8095703125,298.66417694091797,0.22325000911951065,0,0,0
DSNY,2022-09-02T00:00:00Z,101169.2099609375,301.00168228149414,0.1900000087916851,0,0,0
GRSM,2022-09-02T00:00:00Z,91742.607421875,292.10167694091797,0.2848750129342079,0,0,0
GUAN,2022-09-02T00:00:00Z,100053.2080078125,299.3766746520996,0.27537501975893974,0,0,0
HARV,2022-09-02T00:00:00Z,98984.2099609375,290.5891761779785,0.21062501147389412,0,0,0
HEAL,2022-09-02T00:00:00Z,92236.4091796875,279.91418075561523,0.22937500849366188,0,0,0
JERC,2022-09-02T00:00:00Z,100800.8095703125,300.8516845703125,0.15275000780820847,0,0,0
JORN,2022-09-02T00:00:00Z,86259.609375,299.9266777038574,0.18912501074373722,0,0,0
KONA,2022-09-02T00:00:00Z,96752.2099609375,298.5266799926758,0.16187500581145287,0,0,0
KONZ,2022-09-02T00:00:00Z,96752.2099609375,298.5266799926758,0.16187500581145287,0,0,0
LAJA,2022-09-02T00:00:00Z,100053.2080078125,299.3766746520996,0.27537501975893974,0,0,0
LENO,2022-09-02T00:00:00Z,100684.609375,299.16416931152344,0.23737501166760921,0,0,0
MLBS,2022-09-02T00:00:00Z,93970.009765625,290.97668075561523,0.2415000144392252,0,0,0
MOAB,2022-09-02T00:00:00Z,80003.6103515625,297.76417541503906,0.15462500415742397,0,0,0
NIWO,2022-09-02T00:00:00Z,74486.0107421875,287.9016761779785,0.22475001029670238,0,0,0
NOGP,2022-09-02T00:00:00Z,94474.6083984375,298.4266777038574,0.07762500271201134,0,0,0
OAES,2022-09-02T00:00:00Z,95294.8095703125,299.9266815185547,0.18037500977516174,0,0,0
ONAQ,2022-09-02T00:00:00Z,82399.2099609375,301.62668228149414,0.11387500539422035,0,0,0
ORNL,2022-09-02T00:00:00Z,97128.009765625,294.4641799926758,0.2576250098645687,0,0,0
OSBS,2022-09-02T00:00:00Z,101215.6103515625,300.36417388916016,0.186000008136034,0,0,0
PUUM,2022-09-02T00:00:00Z,80857.609375,295.0266761779785,0.21700000762939453,0,0,0
RMNP,2022-09-02T00:00:00Z,74931.609375,288.32667541503906,0.21075001172721386,0,0,0
SCBI,2022-09-02T00:00:00Z,99460.0087890625,294.5391845703125,0.18137500993907452,0,0,0
SERC,2022-09-02T00:00:00Z,101780.0078125,NA,NA,NA,NA,0
SJER,2022-09-02T00:00:00Z,93962.009765625,302.53917694091797,0.046750002540647984,0,0,0
SOAP,2022-09-02T00:00:00Z,93962.009765625,302.53917694091797,0.046750002540647984,0,0,0
SRER,2022-09-02T00:00:00Z,89875.208984375,303.91417694091797,0.2161250077188015,0,0,0
STEI,2022-09-02T00:00:00Z,95654.8095703125,292.41417694091797,0.2022500094026327,0,0,0
STER,2022-09-02T00:00:00Z,87016.4091796875,300.60167694091797,0.05037500197067857,0,0,0
TALL,2022-09-02T00:00:00Z,100388.609375,298.8016777038574,0.2368750125169754,0,0,0
TEAK,2022-09-02T00:00:00Z,80577.009765625,294.9141845703125,0.07387500163167715,0,0,0
TOOL,2022-09-02T00:00:00Z,87979.0087890625,278.8641777038574,0.2162500135600567,0,0,0
TREE,2022-09-02T00:00:00Z,95654.8095703125,292.41417694091797,0.2022500094026327,0,0,0
UKFS,2022-09-02T00:00:00Z,97938.208984375,297.5891761779785,0.12012500781565905,0,0,0
UNDE,2022-09-02T00:00:00Z,95204.208984375,292.3766784667969,0.17850000597536564,0,0,0
WOOD,2022-09-02T00:00:00Z,95106.609375,298.25168228149414,0.08100000210106373,0,0,0
WREF,2022-09-02T00:00:00Z,92190.41015625,294.2141799926758,0.1287500075995922,0,0,0
YELL,2022-09-02T00:00:00Z,76705.6103515625,289.85167694091797,0.12762500531971455,0,0,0
