site_id,datetime,PRES,TSOIL,SOILW,WEASD,SNOD,ICETK
ABBY,2023-07-01T00:00:00Z,97145.7080078125,288.968017578125,0.17987500689923763,0,0,0
BARR,2023-07-01T00:00:00Z,101236.9091796875,NA,NA,0,0,0.15624999441206455
BART,2023-07-01T00:00:00Z,95757.9091796875,289.1430206298828,0.28575001284480095,0,0,0
BLAN,2023-07-01T00:00:00Z,99004.109375,293.25551986694336,0.24562501534819603,0,0,0
BONA,2023-07-01T00:00:00Z,97553.509765625,285.3305206298828,0.2682500146329403,0,0,0
CLBJ,2023-07-01T00:00:00Z,98013.5087890625,302.6930160522461,0.12875000666826963,0,0,0
CPER,2023-07-01T00:00:00Z,83450.1083984375,290.89301681518555,0.24975001253187656,0,0,0
DCFS,2023-07-01T00:00:00Z,95451.3095703125,291.84302139282227,0.2331250123679638,0,0,0
DEJU,2023-07-01T00:00:00Z,95446.708984375,285.3305130004883,0.25012501142919064,0,0,0
DELA,2023-07-01T00:00:00Z,100851.708984375,301.31801986694336,0.2022500094026327,0,0,0
DSNY,2023-07-01T00:00:00Z,101130.109375,302.030517578125,0.111375005915761,0,0,0
GRSM,2023-07-01T00:00:00Z,91604.7109375,292.5430145263672,0.2731250077486038,0,0,0
GUAN,2023-07-01T00:00:00Z,100406.91015625,301.1055145263672,0.2172500118613243,0,0,0
HARV,2023-07-01T00:00:00Z,98619.5087890625,291.3180122375488,0.28462501615285873,0,0,0
HEAL,2023-07-01T00:00:00Z,94125.1083984375,282.56801986694336,0.24787501245737076,0,0,0
JERC,2023-07-01T00:00:00Z,100821.7099609375,301.7680206298828,0.1528750117868185,0,0,0
JORN,2023-07-01T00:00:00Z,86022.3095703125,305.05551528930664,0.07387500163167715,0,0,0
KONA,2023-07-01T00:00:00Z,96571.7099609375,300.90551376342773,0.17400001175701618,0,0,0
KONZ,2023-07-01T00:00:00Z,96571.7099609375,300.90551376342773,0.17400001175701618,0,0,0
LAJA,2023-07-01T00:00:00Z,100406.91015625,301.1055145263672,0.2172500118613243,0,0,0
LENO,2023-07-01T00:00:00Z,100736.9072265625,301.4555130004883,0.22425000928342342,0,0,0
MLBS,2023-07-01T00:00:00Z,93594.9091796875,291.69301986694336,0.28325001522898674,0,0,0
MOAB,2023-07-01T00:00:00Z,80066.109375,294.40550994873047,0.083500005304813385,0,0,0
NIWO,2023-07-01T00:00:00Z,74473.30859375,283.5805130004883,0.22162501141428947,0,0,0
NOGP,2023-07-01T00:00:00Z,94604.30859375,292.6805191040039,0.21912501379847527,0,0,0
OAES,2023-07-01T00:00:00Z,95345.708984375,301.0805206298828,0.22625000961124897,0,0,0
ONAQ,2023-07-01T00:00:00Z,82509.5087890625,296.79301834106445,0.15950001031160355,0,0,0
ORNL,2023-07-01T00:00:00Z,96932.3095703125,295.3930206298828,0.2808750122785568,0,0,0
OSBS,2023-07-01T00:00:00Z,101178.109375,301.7680130004883,0.12887500785291195,0,0,0
PUUM,2023-07-01T00:00:00Z,81062.509765625,295.8305206298828,0.17412500828504562,0,0,0
RMNP,2023-07-01T00:00:00Z,74940.1103515625,282.155517578125,0.25625001452863216,0,0,0
SCBI,2023-07-01T00:00:00Z,99004.109375,293.25551986694336,0.24562501534819603,0,0,0
SERC,2023-07-01T00:00:00Z,101403.30859375,NA,NA,NA,NA,0
SJER,2023-07-01T00:00:00Z,94103.109375,299.6430206298828,0.05275000259280205,0,0,0
SOAP,2023-07-01T00:00:00Z,94103.109375,299.6430206298828,0.05275000259280205,0,0,0
SRER,2023-07-01T00:00:00Z,89894.5087890625,305.83051681518555,0.07062500156462193,0,0,0
STEI,2023-07-01T00:00:00Z,95669.7099609375,292.593017578125,0.21462500654160976,0,0,0
STER,2023-07-01T00:00:00Z,87335.109375,294.0555191040039,0.2318750098347664,0,0,0
TALL,2023-07-01T00:00:00Z,100405.109375,300.9555244445801,0.2381250113248825,0,0,0
TEAK,2023-07-01T00:00:00Z,80609.3095703125,290.4805145263672,0.16487500630319118,0,0,0
TOOL,2023-07-01T00:00:00Z,89698.708984375,285.36801528930664,0.22350001335144043,0,0,0
TREE,2023-07-01T00:00:00Z,95669.7099609375,292.593017578125,0.21462500654160976,0,0,0
UKFS,2023-07-01T00:00:00Z,97655.708984375,299.6180114746094,0.12875000573694706,0,0,0
UNDE,2023-07-01T00:00:00Z,95307.7109375,291.49301528930664,0.20437501184642315,0,0,0
WOOD,2023-07-01T00:00:00Z,95451.3095703125,291.84302139282227,0.2331250123679638,0,0,0
WREF,2023-07-01T00:00:00Z,92712.708984375,290.3055191040039,0.22687501274049282,0,0,0
YELL,2023-07-01T00:00:00Z,76619.9091796875,285.54301834106445,0.27012501657009125,0,0,0
ABBY,2023-07-02T00:00:00Z,97137.88671875,288.3669967651367,0.17725000344216824,0,0,0
BARR,2023-07-02T00:00:00Z,101991.087890625,NA,NA,0,0,0.13374999817460775
BART,2023-07-02T00:00:00Z,95363.287109375,289.0794982910156,0.3010000176727772,0,0,0
BLAN,2023-07-02T00:00:00Z,98599.087890625,293.992000579834,0.2736250162124634,0,0,0
BONA,2023-07-02T00:00:00Z,97708.888671875,287.3419952392578,0.24750000797212124,0,0,0
CLBJ,2023-07-02T00:00:00Z,97992.087890625,300.49199295043945,0.11825000401586294,0,0,0
CPER,2023-07-02T00:00:00Z,83283.287109375,293.6544952392578,0.2200000137090683,0,0,0
DCFS,2023-07-02T00:00:00Z,94996.0869140625,293.367000579834,0.23325001262128353,0,0,0
DEJU,2023-07-02T00:00:00Z,95673.48828125,286.2794952392578,0.2503750082105398,0,0,0
DELA,2023-07-02T00:00:00Z,100714.88671875,301.50450134277344,0.1998750064522028,0,0,0
DSNY,2023-07-02T00:00:00Z,101104.087890625,302.6794967651367,0.12312500458210707,0,0,0
GRSM,2023-07-02T00:00:00Z,91459.6875,293.1919937133789,0.2775000222027302,0,0,0
GUAN,2023-07-02T00:00:00Z,100345.6865234375,301.4419975280762,0.16575000807642937,0,0,0
HARV,2023-07-02T00:00:00Z,98252.087890625,291.1420021057129,0.29512501507997513,0,0,0
HEAL,2023-07-02T00:00:00Z,94172.6875,284.5294952392578,0.23587501235306263,0,0,0
JERC,2023-07-02T00:00:00Z,100713.287109375,302.2169990539551,0.1367500089108944,0,0,0
JORN,2023-07-02T00:00:00Z,86120.88671875,305.80449295043945,0.07075000181794167,0,0,0
KONA,2023-07-02T00:00:00Z,96660.0888671875,298.6045036315918,0.1243750024586916,0,0,0
KONZ,2023-07-02T00:00:00Z,96660.0888671875,298.6045036315918,0.1243750024586916,0,0,0
LAJA,2023-07-02T00:00:00Z,100345.6865234375,301.4419975280762,0.16575000807642937,0,0,0
LENO,2023-07-02T00:00:00Z,100609.48828125,301.54199981689453,0.2265000119805336,0,0,0
MLBS,2023-07-02T00:00:00Z,93377.2880859375,292.1919975280762,0.28550001233816147,0,0,0
MOAB,2023-07-02T00:00:00Z,80059.8876953125,295.84200286865234,0.08087500091642141,0,0,0
NIWO,2023-07-02T00:00:00Z,74450.0869140625,284.5669975280762,0.2350000161677599,0,0,0
NOGP,2023-07-02T00:00:00Z,94144.0869140625,294.3545036315918,0.20000000670552254,0,0,0
OAES,2023-07-02T00:00:00Z,95342.2880859375,300.91699981689453,0.19162500835955143,0,0,0
ONAQ,2023-07-02T00:00:00Z,82421.6884765625,299.52950286865234,0.1346250046044588,0,0,0
ORNL,2023-07-02T00:00:00Z,96762.2861328125,296.1420021057129,0.2821250148117542,0,0,0
OSBS,2023-07-02T00:00:00Z,101110.0869140625,301.8919982910156,0.13400000520050526,0,0,0
PUUM,2023-07-02T00:00:00Z,81058.4892578125,296.47949600219727,0.17025000602006912,0,0,0
RMNP,2023-07-02T00:00:00Z,74896.287109375,284.31700134277344,0.2415000144392252,0,0,0
SCBI,2023-07-02T00:00:00Z,98599.087890625,293.992000579834,0.2736250162124634,0,0,0
SERC,2023-07-02T00:00:00Z,100944.6884765625,NA,NA,NA,NA,0
SJER,2023-07-02T00:00:00Z,94079.4873046875,301.6169967651367,0.052125001326203346,0,0,0
SOAP,2023-07-02T00:00:00Z,94079.4873046875,301.6169967651367,0.052125001326203346,0,0,0
SRER,2023-07-02T00:00:00Z,89925.4873046875,306.9544982910156,0.0708750020712614,0,0,0
STEI,2023-07-02T00:00:00Z,95543.287109375,292.30450439453125,0.2055000141263008,0,0,0
STER,2023-07-02T00:00:00Z,87192.087890625,295.04199600219727,0.21775001101195812,0,0,0
TALL,2023-07-02T00:00:00Z,100277.0888671875,300.7419967651367,0.2507500108331442,0,0,0
TEAK,2023-07-02T00:00:00Z,80637.0859375,291.554500579834,0.1575000062584877,0,0,0
TOOL,2023-07-02T00:00:00Z,90172.087890625,282.1919937133789,0.228500010445714,0,0,0
TREE,2023-07-02T00:00:00Z,95543.287109375,292.30450439453125,0.2055000141263008,0,0,0
UKFS,2023-07-02T00:00:00Z,97682.48828125,297.9919967651367,0.09875000454485416,0,0,0
UNDE,2023-07-02T00:00:00Z,95211.0888671875,291.3169975280762,0.19725001230835915,0,0,0
WOOD,2023-07-02T00:00:00Z,94996.0869140625,293.367000579834,0.23325001262128353,0,0,0
WREF,2023-07-02T00:00:00Z,92712.8876953125,289.37950134277344,0.22100001573562622,0,0,0
YELL,2023-07-02T00:00:00Z,76530.48828125,285.1044921875,0.2652500122785568,0,0,0
ABBY,2023-07-03T00:00:00Z,96854.076171875,288.88525390625,0.1777500044554472,0,0,0
BARR,2023-07-03T00:00:00Z,101658.0771484375,NA,NA,0,0,0.10124999564141035
BART,2023-07-03T00:00:00Z,95072.275390625,288.3352508544922,0.3062500134110451,0,0,0
