site_id,startDateTime,flux,flux_err
ABBY,2024-07-01T00:00:00Z,9.368436836776551,0.02935821497626017
ABBY,2024-07-02T00:00:00Z,9.891822088081158,0.03097320509368784
ABBY,2024-07-03T00:00:00Z,9.597015719862558,0.0299796940755709
ABBY,2024-07-04T00:00:00Z,8.562954388480327,0.02686218229834095
ABBY,2024-07-05T00:00:00Z,8.374879756996545,0.02650694409952029
ABBY,2024-07-06T00:00:00Z,8.120866869198382,0.02581148987160078
ABBY,2024-07-07T00:00:00Z,8.293747371932414,0.02623364627232598
ABBY,2024-07-08T00:00:00Z,8.536059034513723,0.02712110360084606
ABBY,2024-07-09T00:00:00Z,8.503524862027266,0.027145554487791
ABBY,2024-07-10T00:00:00Z,8.628317441668754,0.02723704267791975
ABBY,2024-07-11T00:00:00Z,9.651377536561704,0.03024250462117697
ABBY,2024-07-12T00:00:00Z,8.958058095887814,0.02800329723765769
ABBY,2024-07-13T00:00:00Z,9.333049271868529,0.02934181511218305
ABBY,2024-07-14T00:00:00Z,8.86342873137151,0.02774181478081516
ABBY,2024-07-15T00:00:00Z,8.742915767679044,0.02732840103593768
ABBY,2024-07-16T00:00:00Z,8.234817799817828,0.02583683128984183
ABBY,2024-07-17T00:00:00Z,8.371865263582796,0.02625002101227193
ABBY,2024-07-18T00:00:00Z,8.851440662195735,0.02799815763473663
ABBY,2024-07-19T00:00:00Z,7.918167744531871,0.02480438440877833
ABBY,2024-07-20T00:00:00Z,8.123550562672193,0.02582656902614822
ABBY,2024-07-21T00:00:00Z,8.059612074849914,0.02531683487304792
ABBY,2024-07-22T00:00:00Z,8.509833317515167,0.02661427670271851
ABBY,2024-07-23T00:00:00Z,7.785528502779379,0.02434915079514115
ABBY,2024-07-24T00:00:00Z,8.005403555971139,0.0254257725596277
ABBY,2024-07-25T00:00:00Z,7.658900690155681,0.02391178820858959
ABBY,2024-07-26T00:00:00Z,6.886745081986194,0.0215266760242646
ABBY,2024-07-27T00:00:00Z,7.258645349423551,0.02301492602191014
ABBY,2024-07-28T00:00:00Z,7.324176492906299,0.0230377687152032
ABBY,2024-07-29T00:00:00Z,7.583033326553956,0.02428099043521761
ABBY,2024-07-30T00:00:00Z,7.097483684134182,0.02228542740743905
ABBY,2024-07-31T00:00:00Z,7.797960615127427,0.02471544099038714
BART,2024-07-01T00:00:00Z,-0.133654612158741,0.00186392270788227
BART,2024-07-02T00:00:00Z,-0.0465177529871459,0.00223694309248791
BART,2024-07-03T00:00:00Z,0.42470661303063095,0.00200326823679284
BART,2024-07-04T00:00:00Z,1.0566578715255353,0.00362316060302292
BART,2024-07-05T00:00:00Z,1.30413305071147,0.00415676323428077
BART,2024-07-06T00:00:00Z,1.228790314078757,0.00395081577263334
BART,2024-07-07T00:00:00Z,0.2572419997347303,0.00144982955679755
BART,2024-07-08T00:00:00Z,0.3354035225095186,0.0021738698981297
BART,2024-07-09T00:00:00Z,0.16955444197033523,0.0011961594593818
BART,2024-07-10T00:00:00Z,0.5369231498311552,0.00187969983086592
BART,2024-07-11T00:00:00Z,0.8789109435918364,0.00294913011157918
