site_id,startDateTime,flux,flux_err
JERC,2017-01-01T00:00:00Z,1.2759808818362424,0.018457890053105
JERC,2017-01-02T00:00:00Z,1.5151175681631468,0.01949286631928828
JERC,2017-01-03T00:00:00Z,1.337354415570449,0.016119840700951227
JERC,2017-01-04T00:00:00Z,1.32826120767799,0.01578179465429487
JERC,2017-01-05T00:00:00Z,1.5769326462392057,0.0190488874956551
JERC,2017-01-06T00:00:00Z,1.4645602413199401,0.018105640359526647
JERC,2017-01-07T00:00:00Z,1.3674929508826628,0.018260739817997237
JERC,2017-01-08T00:00:00Z,1.2585323618636344,0.015780758185654425
JERC,2017-01-09T00:00:00Z,1.1488509483249343,0.014181854412335411
JERC,2017-01-10T00:00:00Z,1.0784195305394384,0.013392521100869196
JERC,2017-01-11T00:00:00Z,1.1025225054029715,0.013161528141804026
JERC,2017-01-12T00:00:00Z,1.114910672243207,0.012898545130479092
JERC,2017-01-13T00:00:00Z,1.156825785232889,0.013428024554075862
JERC,2017-01-14T00:00:00Z,1.1775885508526278,0.01358709378420989
JERC,2017-01-15T00:00:00Z,1.196850580802313,0.013721924274256624
JERC,2017-01-16T00:00:00Z,1.246616093573236,0.013835663610284307
JERC,2017-01-17T00:00:00Z,1.2617640909655068,0.01386309735788077
JERC,2017-01-18T00:00:00Z,1.3044270506282842,0.013890449675276174
JERC,2017-01-19T00:00:00Z,1.2937045857572704,0.014289569344507074
JERC,2017-01-20T00:00:00Z,1.313127485149444,0.014737002815542818
JERC,2017-01-21T00:00:00Z,1.3648866912994257,0.0181166881666226
JERC,2017-01-22T00:00:00Z,1.563598901159351,0.022869496451551195
JERC,2017-01-23T00:00:00Z,1.3534960280770059,0.015829657152719865
JERC,2017-01-24T00:00:00Z,1.6242288862832124,0.018681087878926354
JERC,2017-01-25T00:00:00Z,1.4884867129754618,0.018002794075439744
JERC,2017-01-26T00:00:00Z,1.487259783536645,0.017561782301326233
JERC,2017-01-27T00:00:00Z,1.419820933757735,0.016824515866687494
JERC,2017-01-28T00:00:00Z,1.326618865000336,0.01510254141902592
JERC,2017-01-29T00:00:00Z,1.2504023963161455,0.014519787882382836
JERC,2017-01-30T00:00:00Z,1.174548847106995,0.01329916887096852
JERC,2017-01-31T00:00:00Z,1.132458494176489,0.012624731877515458
ORNL,2017-01-01T00:00:00Z,1.7274227993585707,0.03890757199533901
ORNL,2017-01-02T00:00:00Z,2.148482724590971,0.04804680029007494
ORNL,2017-01-03T00:00:00Z,2.7773837302706204,0.05404383477073691
ORNL,2017-01-04T00:00:00Z,2.7622210215149776,0.05343420528232094
ORNL,2017-01-05T00:00:00Z,2.1581429467507065,0.04837959706110072
ORNL,2017-01-06T00:00:00Z,1.8197437680173625,0.04219510718256327
ORNL,2017-01-07T00:00:00Z,1.385465421951141,0.03489656321619813
ORNL,2017-01-08T00:00:00Z,1.0749842131245368,0.025977179399546205
ORNL,2017-01-09T00:00:00Z,0.9789401642071562,0.02183625482925448
ORNL,2017-01-10T00:00:00Z,1.064905680248964,0.01713108507021283
ORNL,2017-01-11T00:00:00Z,1.4875764656430808,0.025883383158498318
ORNL,2017-01-12T00:00:00Z,1.9785932098491097,0.03550023183172866
ORNL,2017-01-13T00:00:00Z,2.677842708871241,0.0402058644288002
ORNL,2017-01-14T00:00:00Z,3.110158126446916,0.04605708037811712
ORNL,2017-01-15T00:00:00Z,3.519341507588876,0.05012295772112149
ORNL,2017-01-16T00:00:00Z,3.47094629598444,0.05572578313563973
ORNL,2017-01-17T00:00:00Z,3.6153492129776543,0.05730723180269341
ORNL,2017-01-18T00:00:00Z,3.3161808587035932,0.05714722388926861
ORNL,2017-01-19T00:00:00Z,3.3860994442296377,0.056225399876074174
ORNL,2017-01-20T00:00:00Z,3.321519983209758,0.055618058496679876
ORNL,2017-01-21T00:00:00Z,3.6845100859715094,0.06174503548376105
ORNL,2017-01-22T00:00:00Z,3.729670640872853,0.06637209349188983
ORNL,2017-01-23T00:00:00Z,3.414641589801958,0.06709849099611002
ORNL,2017-01-24T00:00:00Z,2.571003802583994,0.04641649181325553
ORNL,2017-01-25T00:00:00Z,2.543623000023917,0.04629718780836521
ORNL,2017-01-26T00:00:00Z,2.4729322016298134,0.045815129080835175
ORNL,2017-01-27T00:00:00Z,2.3256045129198712,0.04155739845881172
ORNL,2017-01-28T00:00:00Z,1.7803930177478486,0.03622314969437178
ORNL,2017-01-29T00:00:00Z,1.8793216066715885,0.03250134877816085
ORNL,2017-01-30T00:00:00Z,1.53729073840039,0.027178894539885815
ORNL,2017-01-31T00:00:00Z,1.6730542592699755,0.027236991478671677
OSBS,2017-01-01T00:00:00Z,0.675521175640264,0.007655429945066311
OSBS,2017-01-02T00:00:00Z,0.756325487942685,0.010342797694529683
OSBS,2017-01-03T00:00:00Z,0.7137856840588555,0.010269820907146052
OSBS,2017-01-04T00:00:00Z,0.8421190074939934,0.010392291088904751
OSBS,2017-01-05T00:00:00Z,0.7266407169053892,0.007710616455826024
OSBS,2017-01-06T00:00:00Z,0.5667590372405504,0.004077916928092084
OSBS,2017-01-07T00:00:00Z,0.5040587405281747,0.007345974173071152
OSBS,2017-01-08T00:00:00Z,0.5999966207017593,0.004039343192767636
OSBS,2017-01-09T00:00:00Z,0.5084037249309474,0.0035529182947315685
OSBS,2017-01-10T00:00:00Z,0.4692444561644379,0.003937248581836693
OSBS,2017-01-11T00:00:00Z,0.4544034330600991,0.004699815202502928
OSBS,2017-01-12T00:00:00Z,0.4798236013530932,0.004556899789045287
