date,site,forecast,horizon,PRES,TSOIL,SOILW,WEASD,SNOD,ICETK
2025-06-10,ABBY,gec00,f000,96622.34375,291.1000061035156,0.19100001454353333,0,0,0
2025-06-10,BARR,gec00,f000,101804.7421875,NA,NA,1,0,1.2400000095367432
2025-06-10,BART,gec00,f000,95187.1484375,285.3999938964844,0.2840000092983246,0,0,0
2025-06-10,BLAN,gec00,f000,98574.34375,292.3000183105469,0.30100002884864807,0,0,0
2025-06-10,BONA,gec00,f000,98148.7421875,281.20001220703125,0.2150000035762787,0,0,0
2025-06-10,CLBJ,gec00,f000,98163.1484375,295.8999938964844,0.31700000166893005,0,0,0
2025-06-10,CPER,gec00,f000,83151.9453125,287.8000183105469,0.18800000846385956,0,0,0
2025-06-10,DCFS,gec00,f000,94815.9453125,285.5,0.17800000309944153,0,0,0
2025-06-10,DEJU,gec00,f000,96019.1484375,280.6000061035156,0.21400001645088196,0,0,0
2025-06-10,DELA,gec00,f000,100918.34375,295.8999938964844,0.28600001335144043,0,0,0
2025-06-10,DSNY,gec00,f000,101459.1484375,299,0.13199999928474426,0,0,0
2025-06-10,GRSM,gec00,f000,91377.546875,289.3000183105469,0.30800002813339233,0,0,0
2025-06-10,GUAN,gec00,f000,100673.546875,299.1000061035156,0.19100001454353333,0,0,0
2025-06-10,HARV,gec00,f000,98113.546875,287.70001220703125,0.29100000858306885,0,0,0
2025-06-10,HEAL,gec00,f000,94646.34375,278,0.24300001561641693,0,0,0
2025-06-10,JERC,gec00,f000,100958.34375,298.3999938964844,0.20100000500679016,0,0,0
2025-06-10,JORN,gec00,f000,86227.1484375,299,0.08400000631809235,0,0,0
2025-06-10,KONA,gec00,f000,96935.9453125,289.5,0.25699999928474426,0,0,0
2025-06-10,KONZ,gec00,f000,96935.9453125,289.5,0.25699999928474426,0,0,0
2025-06-10,LAJA,gec00,f000,100673.546875,299.1000061035156,0.19100001454353333,0,0,0
2025-06-10,LENO,gec00,f000,100807.9453125,296.3999938964844,0.2850000262260437,0,0,0
2025-06-10,MLBS,gec00,f000,93379.1484375,290.5,0.2639999985694885,0,0,0
2025-06-10,MOAB,gec00,f000,79921.546875,291.8999938964844,0.15400001406669617,0,0,0
2025-06-10,NIWO,gec00,f000,74323.1484375,281.3999938964844,0.23900000751018524,0,0,0
2025-06-10,NOGP,gec00,f000,93940.7421875,287,0.1770000010728836,0,0,0
2025-06-10,OAES,gec00,f000,95484.7421875,295.3000183105469,0.2540000081062317,0,0,0
2025-06-10,ONAQ,gec00,f000,82244.7421875,293.1000061035156,0.10400000214576721,0,0,0
2025-06-10,ORNL,gec00,f000,96863.9453125,291.70001220703125,0.30400002002716064,0,0,0
2025-06-10,OSBS,gec00,f000,101444.7421875,299.3000183105469,0.11400000751018524,0,0,0
2025-06-10,PUUM,gec00,f000,80995.1484375,291,0.14300000667572021,0,0,0
2025-06-10,RMNP,gec00,f000,74763.1484375,283,0.23600001633167267,0,0,0
2025-06-10,SCBI,gec00,f000,98574.34375,292.3000183105469,0.30100002884864807,0,0,0
2025-06-10,SERC,gec00,f000,100782.34375,NA,NA,NA,NA,0
2025-06-10,SJER,gec00,f000,94179.1484375,297.1000061035156,0.05000000074505806,0,0,0
2025-06-10,SOAP,gec00,f000,94179.1484375,297.1000061035156,0.05000000074505806,0,0,0
2025-06-10,SRER,gec00,f000,90025.546875,300.5,0.1290000081062317,0,0,0
2025-06-10,STEI,gec00,f000,95241.546875,283.20001220703125,0.2510000169277191,0,0,0
2025-06-10,STER,gec00,f000,87110.34375,289.5,0.14100000262260437,0,0,0
2025-06-10,TALL,gec00,f000,100459.1484375,295.20001220703125,0.3020000159740448,0,0,0
2025-06-10,TEAK,gec00,f000,80516.7421875,288.8999938964844,0.15000000596046448,0,0,0
2025-06-10,TOOL,gec00,f000,90179.1484375,267.5,0.3370000123977661,19,0.10999999940395355,0
2025-06-10,TREE,gec00,f000,95241.546875,283.20001220703125,0.2510000169277191,0,0,0
2025-06-10,UKFS,gec00,f000,98068.7421875,289.8999938964844,0.23100000619888306,0,0,0
2025-06-10,UNDE,gec00,f000,94827.1484375,283.1000061035156,0.2460000067949295,0,0,0
2025-06-10,WOOD,gec00,f000,94815.9453125,285.5,0.17800000309944153,0,0,0
2025-06-10,WREF,gec00,f000,92251.1484375,292.1000061035156,0.2150000035762787,0,0,0
2025-06-10,YELL,gec00,f000,76403.1484375,284,0.2330000102519989,0,0,0
2025-06-10,ABBY,gec00,f024,96675.7734375,0.18700000643730164,0,0,0,6.720849609375023
2025-06-10,BARR,gec00,f024,101590.96875,NA,0,0,1.2200000286102295,3.3208557128906477
2025-06-10,BART,gec00,f024,95312.5703125,0.28300002217292786,0,0,0,13.920861816406273
2025-06-10,BLAN,gec00,f024,99394.171875,0.2900000214576721,0,0,0,19.120843505859398
2025-06-10,BONA,gec00,f024,98098.171875,0.2110000103712082,0,0,0,6.020867919921898
2025-06-10,CLBJ,gec00,f024,98274.171875,0.30100002884864807,0,0,0,19.920861816406273
2025-06-10,CPER,gec00,f024,82995.7734375,0.17500001192092896,0,0,0,16.720849609375023
2025-06-10,DCFS,gec00,f024,95699.7734375,0.16900001466274261,0,0,0,12.520867919921898
2025-06-10,DEJU,gec00,f024,95954.171875,0.203000009059906,0,0,0,6.920861816406273
2025-06-10,DELA,gec00,f024,101170.171875,0.2760000228881836,0,0,0,21.520867919921898
2025-06-10,DSNY,gec00,f024,101496.5703125,0.125,0,0,0,25.820855712890648
2025-06-10,GRSM,gec00,f024,91803.7734375,0.30000001192092896,0,0,0,16.220849609375023
2025-06-10,GUAN,gec00,f024,100680.5703125,0.1860000044107437,0,0,0,25.520867919921898
2025-06-10,HARV,gec00,f024,98464.5703125,0.29500001668930054,0,0,0,15.920861816406273
2025-06-10,HEAL,gec00,f024,94586.171875,0.23100000619888306,0,0,0,5.520867919921898
2025-06-10,JERC,gec00,f024,101102.96875,0.16700001060962677,0,0,0,24.520867919921898
2025-06-10,JORN,gec00,f024,86200.5703125,0.08700000494718552,0,0,0,19.620843505859398
2025-06-10,KONA,gec00,f024,97003.7734375,0.24400001764297485,0,0,0,19.220849609375023
2025-06-10,KONZ,gec00,f024,97003.7734375,0.24400001764297485,0,0,0,19.220849609375023
2025-06-10,LAJA,gec00,f024,100680.5703125,0.1860000044107437,0,0,0,25.520867919921898
2025-06-10,LENO,gec00,f024,101014.96875,0.27300000190734863,0,0,0,22.420861816406273
2025-06-10,MLBS,gec00,f024,93946.171875,0.25699999928474426,0,0,0,16.220849609375023
2025-06-10,MOAB,gec00,f024,79861.3671875,0.14600001275539398,0,0,0,15.620843505859398
2025-06-10,NIWO,gec00,f024,74221.3671875,0.24900001287460327,0,0,0,10.020867919921898
2025-06-10,NOGP,gec00,f024,94826.171875,0.16900001466274261,0,0,0,12.120843505859398
2025-06-10,OAES,gec00,f024,95595.7734375,0.23800000548362732,0,0,0,18.420861816406273
2025-06-10,ONAQ,gec00,f024,82070.96875,0.10100000351667404,0,0,0,18.020867919921898
2025-06-10,ORNL,gec00,f024,97330.171875,0.29600000381469727,0,0,0,17.920861816406273
2025-06-10,OSBS,gec00,f024,101477.3671875,0.14100000262260437,0,0,0,25.120843505859398
2025-06-10,PUUM,gec00,f024,81178.171875,0.14900000393390656,0,0,0,13.720849609375023
2025-06-10,RMNP,gec00,f024,74656.5703125,0.2330000102519989,0,0,0,10.720849609375023
2025-06-10,SCBI,gec00,f024,99394.171875,0.2900000214576721,0,0,0,19.120843505859398
2025-06-10,SERC,gec00,f024,101669.3671875,NA,NA,NA,0,20.920861816406273
2025-06-10,SJER,gec00,f024,94141.3671875,0.049000002443790436,0,0,0,19.120843505859398
2025-06-10,SOAP,gec00,f024,94141.3671875,0.049000002443790436,0,0,0,19.120843505859398
2025-06-10,SRER,gec00,f024,90002.171875,0.125,0,0,0,23.920861816406273
2025-06-10,STEI,gec00,f024,95611.7734375,0.24900001287460327,0,0,0,14.720849609375023
2025-06-10,STER,gec00,f024,86949.3671875,0.1300000101327896,0,0,0,18.020867919921898
2025-06-10,TALL,gec00,f024,100730.171875,0.29500001668930054,0,0,0,21.320855712890648
2025-06-10,TEAK,gec00,f024,80414.96875,0.1420000046491623,0,0,0,13.120843505859398
2025-06-10,TOOL,gec00,f024,90136.5703125,0.34300002455711365,11,0.04999999701976776,0,2.3208557128906477
2025-06-10,TREE,gec00,f024,95611.7734375,0.24900001287460327,0,0,0,14.720849609375023
2025-06-10,UKFS,gec00,f024,98216.5703125,0.22100001573562622,0,0,0,17.720849609375023
2025-06-10,UNDE,gec00,f024,95226.171875,0.2330000102519989,0,0,0,13.420861816406273
2025-06-10,WOOD,gec00,f024,95699.7734375,0.16900001466274261,0,0,0,12.520867919921898
2025-06-10,WREF,gec00,f024,92221.3671875,0.2150000035762787,0,0,0,6.820855712890648
2025-06-10,YELL,gec00,f024,76214.96875,0.25699999928474426,0,0,0,7.220849609375023
2025-06-10,ABBY,gec00,f048,96951.390625,0.18300001323223114,0,0,0,5.711785888671898
2025-06-10,BARR,gec00,f048,101690.5859375,NA,0,0,1.209999918937683,4.311761474609398
2025-06-10,BART,gec00,f048,95124.1875,0.2750000059604645,0,0,0,15.911767578125023
2025-06-10,BLAN,gec00,f048,99464.9921875,0.28300002217292786,0,0,0,20.211785888671898
2025-06-10,BONA,gec00,f048,97903.390625,0.20600001513957977,0,0,0,8.511773681640648
2025-06-10,CLBJ,gec00,f048,97599.390625,0.4050000309944153,0,0,0,21.311761474609398
2025-06-10,CPER,gec00,f048,82746.5859375,0.20500001311302185,0,0,0,16.311761474609398
2025-06-10,DCFS,gec00,f048,95636.1875,0.16100001335144043,0,0,0,13.211785888671898
2025-06-10,DEJU,gec00,f048,95756.1875,0.1940000057220459,0,0,0,7.711785888671898
2025-06-10,DELA,gec00,f048,101114.5859375,0.27800002694129944,0,0,0,22.411767578125023
2025-06-10,DSNY,gec00,f048,101426.5859375,0.14800000190734863,0,0,0,25.111779785156273
2025-06-10,GRSM,gec00,f048,91885.7890625,0.2930000126361847,0,0,0,17.411767578125023
2025-06-10,GUAN,gec00,f048,100610.5859375,0.18700000643730164,0,0,0,26.011773681640648
2025-06-10,HARV,gec00,f048,98282.5859375,0.28700000047683716,0,0,0,20.411767578125023
2025-06-10,HEAL,gec00,f048,94392.9921875,0.22500000894069672,0,0,0,7.111779785156273
